,Unnamed: 0,ID,N_pixel,N_pixel_16,N_pixel_17,N_pixel_18,N_pixel_19,N_pixel_20,N_pixel_21,N_pixel_22,P1_16,P1_17,P1_18,P1_19,P1_20,P1_21,P1_22,FEATURE,Especie,TIPOCORTA1,Especie2,TIPOCORTA2,TEMATICO,AREA_Calcu,Perimetro,RATIO,ID_Unico,Fecha_apro,Intensidad,Fecha_ap_2,Intens_2,Clara_Hech,OBSERV,layer,path,ABREV,Apta,Fecha,geometry,%2016,%2017,%2018,%2019,%2020,%2021,%2022,Area,Area_Calcu,Perimeter,Numero,2016,2017,2018,2019,2020,2021,2022,verif,2023,2024,pred
36,36,37.0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Alerce,,,,,,,68.33,,,,,,N,,,,Alerce,,,"POLYGON ((-1.5158247854239943 43.22550776130796, -1.5128771002462005 43.22691691376485, -1.511945113554117 43.22500197752828, -1.5129486476022675 43.22397417304152, -1.5129268130843396 43.22029836431414, -1.5151296505698977 43.22299417850615, -1.5158247854239943 43.22550776130796))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58,115779.257,1694.407,1.0,N,N,N,N,N,N,N,T,X,X,N
37,37,38.0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Alerce,,,,,,,40.658,,,,,,N,,,,Alerce,,,"POLYGON ((-1.55046396944105 43.237681959039435, -1.5497021046962407 43.23791625136872, -1.5488917788428036 43.237849051638, -1.5483288879925183 43.23813464913858, -1.5476083955354762 43.23849955942764, -1.5471417858790781 43.23847736985766, -1.5463692582856614 43.238223603775396, -1.5448505102773298 43.23848076840397, -1.5447303305193134 43.23838979087905, -1.5454059761020758 43.238040591761624, -1.545736544520994 43.23770326487774, -1.5469880330689387 43.23745895682974, -1.5473766103635338 43.237488287670665, -1.547692570441369 43.23729713978257, -1.547955251835297 43.23700773446247, -1.5484054034715646 43.23678576140395, -1.5500450506857393 43.23658700387453, -1.55046396944105 43.237681959039435))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,46157.117,1135.244,1.0,N,N,N,N,N,N,N,T,X,X,N
38,38,39.0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,135.813,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.3336362008114138 42.47715628356311, -1.331672831015736 42.477341242857, -1.3286391301159355 42.477240840842185, -1.3257915470669999 42.47642382354572, -1.3264342837636454 42.47281446236631, -1.3342061972681647 42.47341095972919, -1.3336362008114138 42.47715628356311))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.92,289172.508,2129.203,3.0,N,N,N,N,N,N,N,T,X,X,N
39,39,40.0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,72.786,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.8103621973416948 42.40153413167436, -1.8069330110825705 42.40244816148669, -1.804318136436272 42.4012015159026, -1.8055770927676933 42.40038297707665, -1.807059933001657 42.40015116725324, -1.8095405543282166 42.39967683404453, -1.8103621973416948 42.40153413167436))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,90739.696,1246.666,3.0,N,N,N,N,N,N,N,T,X,X,N
40,40,41.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,46.454,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.479191714841035 42.437993005164344, -1.4777372187258948 42.436967848967676, -1.4768255826574683 42.4367084892658, -1.4761940423450588 42.43616064591577, -1.4759209794839485 42.43553327813296, -1.4762504142300499 42.43477344060672, -1.478228429305439 42.43516497400276, -1.4784353804877166 42.4363309066832, -1.4796041147965329 42.437565794868426, -1.479191714841035 42.437993005164344))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,47030.231,1012.408,3.0,N,N,N,N,N,N,N,T,X,X,N
41,41,42.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,35.739,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.439199206212591 42.398929689529005, -1.4379202996896896 42.399139847240384, -1.4371062581772998 42.39910065351371, -1.4370875402543495 42.39878571892124, -1.4365203533053525 42.398575689412375, -1.436148965091288 42.39841890227212, -1.4362076674259934 42.398192122590515, -1.4362797831614487 42.39803576680645, -1.439069421168891 42.39804850553225, -1.439199206212591 42.398929689529005))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,23929.622,669.572,3.0,N,N,N,N,N,N,N,T,X,X,N
42,42,43.0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,39.996,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.4466186682374969 42.401750878008954, -1.4451031653130575 42.40226222421975, -1.4445680480962628 42.40136638434306, -1.4436190312555282 42.40150368375062, -1.4417795281641181 42.40214199538348, -1.441280077396203 42.402535690357794, -1.4403651079839068 42.40266091054832, -1.4393939317888353 42.40232855353816, -1.438996951282692 42.40165358459159, -1.4389101578107097 42.40140835615426, -1.4414612724089917 42.401355468372024, -1.4454712625685735 42.40069030223312, -1.4462016449488413 42.40120081412611, -1.4466186682374969 42.401750878008954))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11,61135.609,1528.537,3.0,N,N,N,N,N,N,N,T,X,X,N
43,43,44.0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,47.96,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.5425175438332757 42.314430028339146, -1.5412591205139177 42.31525255735834, -1.5410141452351835 42.3156374183604, -1.5402142253118416 42.31668478940187, -1.5399447530451615 42.31776394198024, -1.5395632965941815 42.318215896299854, -1.5391230822890998 42.31829163803578, -1.5387552250388479 42.31815553819906, -1.5389218986760411 42.31787606546873, -1.5383935338220271 42.31702453985441, -1.5385362211186129 42.31668844243459, -1.538739904838311 42.3159025670133, -1.5396372642988096 42.315382095260965, -1.5403123751786207 42.314627251589656, -1.5421186232154118 42.313448752828435, -1.5425175438332757 42.314430028339146))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,64472.877,1344.313,3.0,N,N,N,N,N,N,N,T,X,X,N
44,44,45.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,29.047,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.6399450441986343 42.342332004998546, -1.6403734528420035 42.34275554338091, -1.6402148520738813 42.34298850435797, -1.6400146323499618 42.34282569271237, -1.639638691220232 42.34284776014637, -1.6391148925741943 42.34288534745683, -1.6378983310660313 42.34277703391811, -1.637019233124335 42.34266646235687, -1.636901698265045 42.34205493821379, -1.6373016982455475 42.34189073532809, -1.638072574741598 42.34193431315608, -1.6382569838917005 42.342183683309834, -1.638746775021024 42.34215821152815, -1.6399450441986343 42.342332004998546))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,20444.32,703.84,3.0,N,N,N,N,N,N,N,T,X,X,N
45,45,46.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,32.801,,,,,,N,,,,P. Alepo,,,"POLYGON ((-2.061306773472972 42.68939576751544, -2.0583735733994355 42.69108906048777, -2.0574777597920457 42.6907981849972, -2.0580173289452968 42.690455336677665, -2.0586053813791723 42.68999086446741, -2.0596574308356153 42.68951682976157, -2.0588248861572915 42.689000176170694, -2.0598020333003837 42.68872678319993, -2.0604361362323895 42.68883802817583, -2.061306773472972 42.68939576751544))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,30771.312,938.128,3.0,N,N,N,N,N,N,N,T,X,X,N
46,46,47.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,35.637,,,,,,N,,,,P. Alepo,,,"POLYGON ((-2.0632710693214387 42.68713818499064, -2.0621371827717487 42.68695995551816, -2.061257535666245 42.68623314490859, -2.0613186903620524 42.68611475491538, -2.059994217379072 42.68507767402387, -2.0609783356345237 42.68449754764589, -2.062569205627896 42.68586844175134, -2.062513052984813 42.68621839832288, -2.063086448315958 42.68644210015037, -2.0632710693214387 42.68713818499064))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,30306.857,850.427,3.0,N,N,N,N,N,N,N,T,X,X,N
47,47,48.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,20.149,,,,,,N,,,,P. Alepo,,,"MULTIPOLYGON (((-1.5113235835127259 42.047295671973885, -1.5119812333148432 42.0474631599997, -1.511770298274456 42.04773616815976, -1.5108734893020397 42.047559087494385, -1.510201245225171 42.04820241427628, -1.5095160857174656 42.04883908116782, -1.5095160857174656 42.04883908116782, -1.508963386923398 42.04865023448934, -1.5098748221570044 42.047643444612476, -1.5100951348466558 42.04771443023522, -1.5106274598708511 42.047098484441946, -1.5113235835127259 42.047295671973885)), ((-1.5107433262180032 42.04921834792736, -1.5098354172232906 42.048956769985914, -1.5106158125746483 42.0481558911764, -1.5112635551780453 42.04837515940348, -1.5107433262180032 42.04921834792736)))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,21181.339,1051.219,3.0,N,N,N,N,N,N,N,T,X,X,N
48,48,49.0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,38.966,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.4197653954241638 42.381983655115775, -1.4181218739739145 42.38256171543139, -1.4168980567793497 42.38289524520734, -1.416107482029259 42.38345376582542, -1.4154426733712464 42.38404530765732, -1.415249863064898 42.38399258112859, -1.4154772697566886 42.383676586984755, -1.4150779842967798 42.38310788165642, -1.4152383988604573 42.382963406639035, -1.4160082833823404 42.382363570799605, -1.416643931071503 42.382259716326544, -1.4173621146424902 42.38189417828455, -1.4172983545563551 42.38168600481197, -1.4178949798857876 42.38151356268476, -1.4179834385140624 42.381352085717154, -1.4194611634620014 42.380652846447326, -1.4196348959231186 42.38079290944859, -1.4197653954241638 42.381983655115775))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,46474.368,1192.7,3.0,N,N,N,N,N,N,N,T,X,X,N
49,49,50.0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,47.656,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.4318294929019386 42.37441492547793, -1.4297376733107072 42.37402960369889, -1.428734494681769 42.37364665676348, -1.4276678950817965 42.373100132899545, -1.4269222010913147 42.37220757664083, -1.4317748290625538 42.37288105970379, -1.431638661611452 42.37360508109976, -1.4318294929019386 42.37441492547793))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,51136.599,1073.028,3.0,N,N,N,N,N,N,N,T,X,X,N
50,50,51.0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,56.832,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.4339019698545967 42.36369265307757, -1.4333247703199885 42.36484868559528, -1.432239884622731 42.36470244244375, -1.4304668712262183 42.364064931170354, -1.4281481093141528 42.3633197879912, -1.4274251901313897 42.36320975043295, -1.4264245348089695 42.36239504100923, -1.4260955702818803 42.362052612382186, -1.426258019327481 42.36196723589571, -1.4276474352497404 42.362080167418064, -1.4290060786271006 42.36207376529921, -1.4301189106082424 42.36278986650617, -1.432055074054812 42.362972807621254, -1.4339019698545967 42.36369265307757))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67,86707.835,1525.678,3.0,N,N,N,N,N,N,N,T,X,X,N
51,51,52.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,47.481,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.6270412586785146 42.28454286945671, -1.6255706171743272 42.2855139778638, -1.624672336981954 42.286128983441806, -1.624110926744517 42.28675428240095, -1.6236286249747522 42.28684236046799, -1.6231198413057373 42.28659845702014, -1.6222683693491289 42.28583729755978, -1.6229552160219172 42.28525731841509, -1.6235049095231533 42.2851700521691, -1.624299632970059 42.284666453030205, -1.6248460537122726 42.28472932745532, -1.6255865374009806 42.284394028515266, -1.6270412586785146 42.28454286945671))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,47670.285,1003.992,3.0,N,N,N,N,N,N,N,T,X,X,N
52,52,53.0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,33.946,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.624136947516958 42.29001175999202, -1.623585284985859 42.29057459524058, -1.620808199406789 42.289220837456575, -1.6197113238706073 42.28811878812278, -1.619420794650128 42.28791504201084, -1.6187170349733944 42.288494795820014, -1.6182267502640815 42.288176000446235, -1.6192834792562618 42.287256323572734, -1.6205200989616035 42.28774679776752, -1.6211021554129097 42.28772251011878, -1.6219437418951284 42.28816441336765, -1.6215158721887353 42.28884762401885, -1.624136947516958 42.29001175999202))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,47372.663,1395.531,3.0,N,N,N,N,N,N,N,T,X,X,N
53,53,54.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,36.619,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.6033931681068674 42.279798614834206, -1.6028222926917355 42.28008264626792, -1.6008267749214655 42.279817389608496, -1.6004403960520566 42.2789991646818, -1.6006381046966134 42.27882323134835, -1.6014130159606335 42.27883894349628, -1.6028378478405974 42.279187975260946, -1.6032585154178596 42.27959985505611, -1.6033931681068674 42.279798614834206))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,22539.258,615.51,3.0,N,N,N,N,N,N,N,T,X,X,N
54,54,55.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,27.492,,,,,,N,,,,P. Alepo,,,"POLYGON ((-1.6095948827030835 42.27627420198319, -1.6088614215128398 42.2770569138685, -1.609207198466333 42.277237912412055, -1.6096669037939646 42.27685473200356, -1.6103839463481462 42.27708237815233, -1.6097983110176948 42.2774461609154, -1.6096197604178655 42.277904246535584, -1.6090153885190803 42.27771897644794, -1.6085166874978736 42.27759715696026, -1.6081029199357144 42.277445077478646, -1.6080484132442325 42.27705017631958, -1.6072873088549426 42.27659976175856, -1.607529257634561 42.276518220283556, -1.6083682066507172 42.276303125466306, -1.6089883573497896 42.27594440711346, -1.6095948827030835 42.27627420198319))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,23637.125,859.793,3.0,N,N,N,N,N,N,N,T,X,X,N
55,55,56.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,31.069,,,,,,N,,,,P. Alepo,,,"POLYGON ((-2.368612580913436 42.57371590398606, -2.3674478640973002 42.57419131443734, -2.366933956002138 42.57435743113179, -2.3660291946727634 42.575078309049424, -2.3655053672794275 42.57496903049719, -2.3659250291320606 42.57449577683687, -2.365727104672625 42.573975301400424, -2.3673022468200715 42.573101689648524, -2.367958169015191 42.57312408245739, -2.3682115794390937 42.573181798346845, -2.3683824773656688 42.57302630075041, -2.3683525284843596 42.57263816496388, -2.368363411953249 42.572086648114585, -2.3685605703991683 42.572157477038935, -2.3687867501039768 42.572396511774265, -2.3688420362376488 42.57279104462907, -2.3688978908470335 42.573129262238616, -2.3687770956898664 42.573353870133325, -2.368612580913436 42.57371590398606))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,31000.21,997.78,3.0,N,N,N,N,N,N,N,T,X,X,N
56,56,57.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Alepo,,,,,,,40.339,,,,,,N,,,,P. Alepo,,,"POLYGON ((-2.224322429069939 42.573828753930606, -2.223457105864217 42.5739219164136, -2.222741789229023 42.57380318871844, -2.221899513681478 42.57365883847896, -2.221302248547028 42.5737439023728, -2.220437292332375 42.57380733737596, -2.2194669503879476 42.5737264633683, -2.2195262475775395 42.572731677308276, -2.2226402753321866 42.572807309994346, -2.223132262583536 42.573107718517235, -2.2242588708961186 42.573011376571515, -2.224322429069939 42.573828753930606))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,40634.957,1007.331,3.0,N,N,N,N,N,N,N,T,X,X,N
57,57,58.0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,50.058,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.568331232997649 42.95556672805979, -1.566779545094491 42.955392263346695, -1.5662806384122627 42.95566738947395, -1.5658832471779374 42.95561072937655, -1.5650786504284158 42.95558341720546, -1.5641345770971633 42.95550266844031, -1.5638941042828192 42.955758056802445, -1.5635860939966424 42.95589200772028, -1.562938673586419 42.95616525512592, -1.5617978085081756 42.95580638322876, -1.5626815688138347 42.954783863157154, -1.5643083577977683 42.954080746267095, -1.5665552562100529 42.95461423733207, -1.5685321500569174 42.95465620783217, -1.568331232997649 42.95556672805979))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64,66393.638,1326.339,4.0,N,N,N,N,N,N,N,T,X,X,N
58,58,59.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,41.661,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.5271742419996723 42.95181153376442, -1.521826219889471 42.952506315935224, -1.5213564000352326 42.95188581617251, -1.5211566708385693 42.9514123633727, -1.5250134952613164 42.951289864855156, -1.5255425705645311 42.9510669885857, -1.5270350595861872 42.951091949486226, -1.5271742419996723 42.95181153376442))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,47680.996,1144.507,4.0,N,N,N,N,N,N,N,T,X,X,N
59,59,60.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,26.205,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.0409223240644265 42.8533328798172, -1.039775284104022 42.85357164518309, -1.0393321086049383 42.85351811559337, -1.0387724603009 42.853692281505666, -1.0389429708532192 42.85397657704251, -1.0386410874270988 42.85439059381073, -1.0380785214457586 42.85465658344849, -1.0380416847721325 42.85483396402056, -1.037940079620967 42.8550848844767, -1.0376787914968204 42.85594175331739, -1.0372539123918125 42.85604931435463, -1.0369607743520257 42.85569400536448, -1.0376123500135348 42.85385040862061, -1.038019445799835 42.853564529282416, -1.0384684347157012 42.85343440920954, -1.0394159338953475 42.8530888771804, -1.0403991574240978 42.852847310760644, -1.0405947082008933 42.8530803516757, -1.0413693108711564 42.85301895964413, -1.0409223240644265 42.8533328798172))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,30593.421,1167.475,4.0,N,N,N,N,N,N,N,T,X,X,N
60,60,61.0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,82.948,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.0313009669302347 42.85941543376048, -1.0276578138894836 42.85935270966754, -1.0274131932440693 42.8564945620728, -1.031924037252991 42.85675597140137, -1.0323213345619657 42.856780029392965, -1.0316752420685638 42.85942761339191, -1.0313009669302347 42.85941543376048))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,111796.863,1347.801,4.0,N,N,N,N,N,N,N,T,X,X,N
61,61,62.0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,52.61,,,,,,N,,,,P. silvest,,,"POLYGON ((-0.9153564790097352 42.92624067513566, -0.9135249147267716 42.92563881260184, -0.9125833520790856 42.92482921289494, -0.9161761602477557 42.922092488651884, -0.9153564790097352 42.92624067513566))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,61566.196,1170.227,4.0,N,N,N,N,N,N,N,T,X,X,N
62,62,63.0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,46.177,,,,,,N,,,,P. silvest,,,"POLYGON ((-0.8248283394954328 42.93081459739973, -0.823325492999049 42.93221582558626, -0.8218072429471243 42.93117056452961, -0.8218259767010447 42.9308608424721, -0.8176692306056619 42.92907620508873, -0.8186036314366675 42.92828437267723, -0.8229107480114343 42.93001441538905, -0.8224070464583787 42.93033787798033, -0.8229740021260455 42.930658745148875, -0.8248283394954328 42.93081459739973))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29,72866.79,1578.003,4.0,N,N,N,N,N,N,N,T,X,X,N
63,63,64.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,22.248,,,,,,N,,,,P. silvest,,,"POLYGON ((-0.9970433279411298 42.949533670490524, -0.9970439665915954 42.949703930619, -0.9966775000130386 42.94978313664965, -0.9958441986026771 42.9498543841851, -0.9952003064300503 42.949690490934984, -0.9946053894582524 42.9494544984219, -0.9942503760012211 42.949525483290806, -0.9940680663674221 42.949700319035365, -0.9938053242428347 42.949695712734076, -0.9929816321555188 42.94950927154537, -0.9927713040951883 42.949282288364444, -0.9928889114447091 42.94907614492865, -0.9930716145038136 42.94888924801403, -0.9933778560262227 42.94881918171306, -0.9936772479759427 42.94883348406038, -0.9939908577719515 42.94888098827308, -0.9944452601850243 42.949089931551136, -0.9945750877514749 42.94918408263855, -0.9949558430887604 42.94925391964778, -0.9953214909736092 42.949302854965865, -0.9956306868928217 42.94917386709483, -0.9956227154763575 42.94888115777897, -0.995492142054472 42.94860126185381, -0.9955543148516144 42.948457511697626, -0.9957276245146509 42.94859559999012, -0.9958710180140935 42.94899432536104, -0.9961133767182933 42.949234001316476, -0.9963227940086042 42.949459197223284, -0.9970433279411298 42.949533670490524))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,21246.49,954.993,4.0,N,N,N,N,N,N,N,T,X,X,N
64,64,65.0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,76.058,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.3942481841512877 42.8804091314758, -1.393122650689859 42.881656660429826, -1.388510375447643 42.88066155147096, -1.3871777181242073 42.88026378408223, -1.3901170471294397 42.87832978292452, -1.3942481841512877 42.8804091314758))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,107070.048,1407.735,4.0,N,N,N,N,N,N,N,T,X,X,N
65,65,66.0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,71.889,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.4156435993913845 42.87762936107306, -1.4149035157386316 42.87908916664124, -1.4143597913114723 42.878978272751844, -1.4138608415681997 42.87894839019911, -1.4133162376825776 42.878871933504804, -1.4127728125545564 42.878749551449204, -1.4123654676683968 42.87880132605871, -1.4121628255531078 42.87878703038597, -1.4104383382740693 42.877224134656636, -1.408825860782794 42.87555940680555, -1.4110371366222871 42.87518815728527, -1.4118738735411276 42.876049643717096, -1.4134451878446277 42.87688685382704, -1.4156435993913845 42.87762936107306))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87,108695.207,1511.992,4.0,N,N,N,N,N,N,N,T,X,X,N
66,66,67.0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,78.858,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.3938659132799684 42.87046369330448, -1.390341466922922 42.8714994969547, -1.3880978648176732 42.86861395505263, -1.386889551595031 42.86794804257662, -1.387960808608642 42.8669811849005, -1.3916214427310565 42.86850847554212, -1.3938659132799684 42.87046369330448))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,123769.459,1569.519,4.0,N,N,N,N,N,N,N,T,X,X,N
67,67,68.0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,59.421,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.2755099347719323 42.83213402309886, -1.27543844474643 42.83246026300298, -1.275018876790362 42.83267789487868, -1.2746586898134025 42.83272414818653, -1.2742015895889973 42.83260815205979, -1.2741557840079134 42.8322916293797, -1.2740319907183695 42.831973930808005, -1.2738087013404986 42.83186720063543, -1.2733275405108417 42.83205518549147, -1.2728520972537845 42.83231790579755, -1.2720858907446186 42.83237525140647, -1.2716996276981938 42.8322373449438, -1.2714690640917146 42.83183189551437, -1.2709685451745474 42.83159464041011, -1.2702558167909976 42.83169297834851, -1.2716528378468712 42.829997101609926, -1.274015003039883 42.83006145450388, -1.2751507699407059 42.82961918150814, -1.276648689753152 42.830181528317404, -1.2746357743012244 42.831024051724015, -1.2755099347719323 42.83213402309886))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,93764.701,1577.973,4.0,N,N,N,N,N,N,N,T,X,X,N
68,68,69.0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,61.487,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.3079969900245316 42.82587723321488, -1.3067060591491635 42.826013190268036, -1.306541670146572 42.826033728168355, -1.305736375813121 42.826383584388246, -1.3051974688565633 42.82669143981606, -1.3047535948305873 42.82666189765164, -1.3043300619459346 42.825317642148676, -1.3048441350857218 42.82420548475115, -1.306055250977477 42.8235630348547, -1.3062774323134374 42.82399700366263, -1.307266170257251 42.82435617343939, -1.307719269107827 42.824047039600934, -1.3079046975192836 42.824112947239264, -1.3079969900245316 42.82587723321488))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,67635.952,1100.007,4.0,N,N,N,N,N,N,N,T,X,X,N
69,69,70.0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,109.276,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.513138856695756 42.909493561750914, -1.509724873614891 42.910345742909065, -1.507902003594041 42.90581245454625, -1.5110230476937132 42.90508079497995, -1.5123465711877269 42.905781537791974, -1.5140624221949368 42.90875100665836, -1.513138856695756 42.909493561750914))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.47,184728.906,1690.478,4.0,N,N,N,N,N,N,N,T,X,X,N
70,70,71.0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,65.498,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.2100268396473557 42.800414409072324, -1.207565164349725 42.80091739462088, -1.2058700171923717 42.801174907202345, -1.2044020173186452 42.80108087388891, -1.203391392558895 42.80101175493924, -1.203880581212634 42.80035364905649, -1.204838667054368 42.799321179686146, -1.2058500357151836 42.79936366616199, -1.207141358501838 42.79931288038198, -1.2081568270568726 42.79921337708105, -1.2108281548632998 42.798962214160774, -1.2100268396473557 42.800414409072324))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,94533.352,1443.302,4.0,N,N,N,N,N,N,N,T,X,X,N
71,71,72.0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,P. Silvestre,,,,,,,70.521,,,,,,N,,,,P. silvest,,,"POLYGON ((-1.1755542768208855 42.7756445852304, -1.174011281673256 42.77566437066646, -1.1723292718725475 42.77590384403363, -1.168265039342878 42.775608083028565, -1.168041156627313 42.77502748800618, -1.1688661532088485 42.77401981793497, -1.175534961196932 42.774250569367645, -1.1755542768208855 42.7756445852304))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.58,105761.61,1499.725,4.0,N,N,N,N,N,N,N,T,X,X,N
