,Unnamed: 0,ID,N_pixel,N_pixel_16,N_pixel_17,N_pixel_18,N_pixel_19,N_pixel_20,N_pixel_21,N_pixel_22,P1_16,P1_17,P1_18,P1_19,P1_20,P1_21,P1_22,M7_16,M7_17,M7_18,M7_19,M7_20,M7_21,M7_22,Mb6_16,Mb6_17,Mb6_18,Mb6_19,Mb6_20,Mb6_21,Mb6_22
239,239,948.0,38,0,1,0,37,3,0,12,0,1,0,37,3,0,0,0.0,-0.00043980562,0.0,0.060441338,0.0018051371,0.0,0.0,0.0,-0.0007840296,0.0,0.08602164,0.0024459192,0.0,0.0
240,240,949.0,173,0,1,0,171,52,0,80,0,1,0,171,52,0,22,0.0,0.00024212546,0.0,0.09347391,0.0003265211,0.0,0.005819344,0.0,0.0005236314,0.0,0.11876221,-0.006100862,0.0,0.0061892746
241,241,950.0,231,0,1,0,214,14,10,109,0,1,0,214,14,10,78,0.0,-7.445873e-05,0.0,0.089672126,0.0021687488,0.0013397586,0.015829368,0.0,-0.00011544452,0.0,0.11573843,0.0026830523,0.0026910957,0.017121965
242,242,951.0,85,0,0,0,71,5,11,44,0,0,0,71,5,11,6,0.0,0.0,0.0,0.041185588,-0.0002065616,-0.0012370297,0.0029436897,0.0,0.0,0.0,0.05720439,-0.00033701045,-0.0020430593,0.0031945603
243,243,952.0,55,0,0,0,32,1,0,26,0,0,0,32,1,0,10,0.0,0.0,0.0,0.03004043,-0.00029529395,0.0,-0.008361449,0.0,0.0,0.0,0.0431564,-0.0010637131,0.0,-0.014624499
244,244,953.0,129,0,0,0,75,11,0,52,0,0,0,75,11,0,12,0.0,0.0,0.0,0.025918534,0.0030707282,0.0,0.0010916267,0.0,0.0,0.0,0.042477448,0.0050675017,0.0,0.00076161936
245,245,954.0,32,0,9,27,5,0,0,2,0,9,27,5,0,0,0,0.0,0.014625707,0.07239708,0.013711395,0.0,0.0,0.0,0.0,0.024656164,0.10819156,0.020954067,0.0,0.0,0.0
246,246,955.0,65,0,0,0,53,44,0,32,0,0,0,53,44,0,18,0.0,0.0,0.0,0.056501143,0.037282772,0.0,0.012591791,0.0,0.0,0.0,0.0762538,0.035005134,0.0,0.010732852
247,247,956.0,42,2,0,0,6,10,19,17,2,0,0,6,10,19,17,-0.0011640867,0.0,0.0,0.0052188677,0.006394716,0.019365255,0.0121515915,-0.0019998369,0.0,0.0,0.007134622,0.008296299,0.028306104,0.019877393
248,248,957.0,84,0,0,0,68,19,9,36,0,0,0,68,19,9,29,0.0,0.0,0.0,0.035221398,0.007834641,0.0026888829,0.010634972,0.0,0.0,0.0,0.044027485,0.01005815,0.0039754706,0.01527375
249,249,438.0,99,4,58,0,37,4,3,27,4,58,0,37,4,3,0,0.0023782349,0.016081892,0.0,0.015817411,-0.00010627964,-0.0011581859,0.0,0.0022789172,0.018080322,0.0,0.020361027,-5.5942834e-05,-0.0017090942,0.0
250,250,700.0,217,2,142,54,38,26,19,34,2,142,54,38,26,19,30,0.0015463809,0.098799475,0.03143535,0.021022707,-0.007505328,0.0042868913,-0.008086594,0.0017132002,0.13161159,0.037001304,0.020913072,-0.006047767,0.004025025,-0.010834608
251,251,451.0,142,0,0,139,12,105,22,33,0,0,139,12,105,22,30,0.0,0.0,0.08576802,-0.002959602,-0.07451846,-0.005114819,0.009629017,0.0,0.0,0.13012011,-0.0037919285,-0.093084775,-0.007041661,0.015825639
252,252,701.0,73,0,7,0,6,25,4,14,0,7,0,6,25,4,0,0.0,0.004523812,0.0,0.0026615441,0.008719839,0.00071601046,0.0,0.0,0.008374087,0.0,0.0036957231,0.015732193,0.0016154847,0.0
253,253,600.0,84,1,15,0,1,83,17,53,1,15,0,1,83,17,53,0.00089707837,0.007016944,0.0,0.00078444585,0.09713108,0.032664042,-0.09549217,0.0013055023,0.009649806,0.0,0.0009671039,0.11247654,0.028353201,-0.068476975
254,254,1115.0,203,0,26,73,7,2,0,6,0,26,73,7,2,0,5,0.0,0.0025806318,0.017148474,-0.0018133211,0.0002550608,0.0,0.0005999019,0.0,0.004382036,0.023114732,-0.0025135544,0.00042559984,0.0,0.00093857484
255,255,1117.0,269,0,218,3,16,7,0,8,0,218,3,16,7,0,8,0.0,0.044190373,9.6675256e-05,0.0011037495,-0.0012253323,0.0,0.0010265876,0.0,0.068344064,0.00018479335,0.0013570307,-0.0014060824,0.0,0.0011943087
